"3433";"What team did the players start their careers with, who right now play for Fleisher Yarn?";"Philadelphia Phillies"
"3143";"Does Cohoes a junction on the NY State Route 470?";"Yes"
"2204";"Name the mountain whose parent peak is located in Mexico.";"Mount Whitney, Nevado de Toluca"
"2913";"What teams have Avangard Omsk's players played for?";"answer"
"1183";"Companies headquartered in Geneva own which TV Shows?";"Eurovision Song Contest, Junior Eurovision Song Contest, Eurovision Young Dancers, Jeux Sans Frontières, Eurovision Dance Contest, Eurovision Young Musicians"
"708";"In how many regions is English American spoken?";"11"
"1562";"Which company's cars are assembled in Iran?";"General Motors"
"3987";"Count the writers whose work has been played in NY?";"14"
"1714";"Was Charlemagne canonized by antipope pachal 3?";"Yes"
"3479";"What is the county seat of Moscow Governorate ?";"Moscow"
"3844";"What is the common official residence of Lezlee Westine and Arnold W. Braswell?";"Virginia"
"327";"What is the headquarters of the public transit system which is the section of Red Ahead ?";"567, Chicago"
"4049";"Pointe d'Aveneyre belongs to which mountain range?";"Swiss Alps"
"692";"How many people are there who have relationship with Kennedy family?";"13"
"1166";"What is the total number of participants in the conflict of SFOR and other conflicts?";"183"
"1618";"Who is the builder of Atamurat-Kerkichi Bridge?";"Ukraine, Altcom"
"4593";"Which company developed Google Web Toolkit and Google custom search?";"Google"
"949";"How many states does the Pioneer corporation operate in?";"8"
"2414";"Who is the maker of Eristoff?";"Bacardi"
"4374";"City of Miami Cemetery is the governing body of which city?";"Miami"
"3087";"Which Paramount TV show was produced by Glen and Les Charles ?";"Cheers, The Tortellis, All is Forgiven"
"2627";"Danny Felice, the Gibraltarian guitarist is from which city?";"London, United Kingdom"
"4464";"What is the party of the politicians whose children is Sanjay Gandhi ?";"Indian National Congress"
"1351";"What is the field of the Jon Speelman and occupation of the Karen Grigorian?";"Chess"
"4543";"Who owns the airport in Paphos?";"Cyprus"
"3270";"How many other important things has the painter of Sarah Jane Adventures done?";"9"
"1870";"List the saints venerated in Islam having major shrine as Tomb of Joshua ?";"Joshua"
"1088";"In which region was political figure Wayne Allard elected?";"Colorado, Colorado's 4th congressional district"
"516";"What company developed Mac OS 9 and also brought Tiny Tower to the market?";"Apple Inc."
"2804";"How many places were ruled by Elizabeth II?";"52"
"9";"Which person designed the cars which has been designed by ASC Creative Services?";"Warren, Michigan, Michigan, ASC Creative Services"
"4051";"Who is the office holder whose resting place is Monticello?";"Thomas Jefferson, Thomas Jefferson Randolph"
"3752";"What are the beverages whose origin is England?";"answer"
"1843";"What is the automobile platform of Chiva bus ?";"Dodge, Blue Bird Corporation, Ford Motor Company"
"1778";"What is the nationality of the golf player who won the 2002 Players Championship ?";"New Zealand"
"1231";"What is the Recorded of the Kaptaan is also the headquarters of the Orient News?";"Dubai"
"775";"Which governer of Winston Bryant is the president of Joseph Stiglitz?";"Bill Clinton"
"2843";"Name the debut team of Butch Metzger ?";"San Francisco Giants"
"3597";"For how many movies are there whose musicians home town is in Volos ?";"18"
"4010";"How many groups speak the English Language?";"133"
"1812";"What is the region served by Toll Global Express and also borders Siberia ?";"Pacific Ocean"
"3658";"Does Hard Candy Fitness have one of the divisions in Moscow?";"Yes"
"4105";"Whcih land of Citi Trends is also the constituency of Malik Al-Hassan Yakubu ?";"Ghana"
"934";"What is that something which made Breann McGregor famous, and Frank Thorne received as an award?";"Playboy"
"1092";"Who is the author of Karakuri Dji Ultimo?";"Hiroyuki Takei, Stan Lee"
"1150";"Where does John A Danaher III work?";"47, Connecticut, Commissioner, Department of Public Safety"
"1752";"What magazine is Marritt Cabal known for and is the publisher of Lucifer's Hammer?";"Playboy"
"1920";"How many religion's people have died in Malaysia?";"30"
"3336";"Where are the National Academy Museum and School award winners buried?";"Pennsylvania, Honesdale, Pennsylvania, Brooklyn"
"3572";"Which uni did Joshua A. Siegel attend ?";"Chicago, Northwestern University, University at Buffalo"
"1728";"What is the base currency of Benelux?";"Euro"
"1721";"List the work institutions of the medicians who has also worked at University of Miami?";"Tulane University, Baylor College of Medicine, *, University of Miami"
