"question_id";"question";"answer"
"239";"How many religious name are for Mother Teresa ?";"7"
"240";"What is portrait of of major works of Thomas Lawrence ?";"woman, Rosa, curtain, Rouge, necklace, white people, gown, brown hair"
"241";"What is the taxon for has effect of typhus";"Rickettsia"
"242";"What is PPP GDP per capita of Uzbekistan ?";""
"243";"Does the relative permeability of the iron equals 240000.0";"False"
"244";"What is head of government of Niamey that is end time is 1970-0-0 ?";"Daddy Gaoh"
"245";"What is located in the administrative territorial entity of Khabarovsk that is start time is 2004-4-28 ?";"Khabarovsk Urban Okrug"
"246";"What is Allcinema film ID of Groundhog Day ?";"7378"
"247";"What is spore print color of brown ?";"Suillus neoalbidipes, Suillus pungens, Suillus pseudobrevipes, Suillus quiescens, Amauroderma rude, Ganoderma sichuanense, Paxillus vernalis, Suillus americanus, Astraeus odoratus, Leratiomyces ceres, Astraeus sirindhorniae, Discina ancilis, Bovistella utriformis, Leccinellum pseudoscabrum, Nidulariaceae, Agaricus pilatianus, Hebeloma crustuliniforme, Hypholoma sublateritium, Inocybe erubescens, Calvatia gigantea, Agaricus bisporus, Agaricus campestris, Galerina marginata, Sarcodon imbricatus, Agaricus augustus, Ganoderma lucidum, Agaricus silvicola, Suillus sibiricus, Psilocybe semilanceata, Paxillus involutus, Chalciporus piperatus, Agaricus arvensis, sheathed woodtuft, Hypholoma fasciculare, Agaricus subrufescens, Ganoderma applanatum, Suillus luteus, Lethal webcaps, Agaricus semotus, Astraeus hygrometricus, Boletellus ananas, Lycoperdon echinatum, Suillus granulatus, Suillus mediterraneensis, Suillus bellinii, Agaricus bernardii, Inocybe geophylla, Suillus variegatus, Agaricus xanthodermus, Pholiota flammans, Agaricus bitorquis, Agrocybe praecox, Hypholoma capnoides, Suillus viscidus, Stropharia aeruginosa, Geastrum triplex, Pholiota squarrosa, Agaricus moelleri, Agaricus californicus, Agaricus impudicus, Conocybe apala, Conocybe tenera, Suillus collinitus, Conocybe cyanopus, Gomphus floccosus, Agaricus abruptibulbus, Geastrum fimbriatum, Suillus lakei, Leccinellum crocipodium, Bovista nigrescens, Suillus brevipes, Inocybe hystrix, Geastrum quadrifidum, Inocybe lacera, Cortinarius purpurascens, Cortinarius austrovenetus, Geastrum pectinatum, Inocybe praetervisa, Inocybe corydalina, Agaricus fuscofibrillosus, Leccinum manzanitae, Pholiotina smithii, Suillus salmonicolor, Paxillus filamentosus, Gastropila fumosa, Agaricus pattersoniae, Agaricus hondensis, Agaricus dulcidulus, Agaricus subrutilescens, Astraeus asiaticus, Astraeus pteridis, Astraeus koreanus, Calvatia sculpta, Conocybe filaris, Conocybe rickenii, Geastrum corollinum, Geastrum coronatum, Ganoderma curtisii, Ganoderma tsugae, Ganoderma multipileum, Geastrum australe, Geastrum campestre, Geastrum berkeleyi, Geastrum entomophilum, Geastrum elegans, Geastrum Welwitschii, Geastrum jurei, Geastrum leptospermum, Inocybe cookei, Phlebopus marginatus, Psilocybe strictipes, Psilocybe weilii, Suillus glandulosipes, Boletus edulis"
"248";"What is favorite player of Objective-C, that has developed by is Daniel Henry Holmes Ingalls ?";"Smalltalk"
"249";"Give me photographic technique that starts with 'v'";"vignetting"
"250";"Give me stellar classification that starts with 't'";"T-type brown dwarf"
"251";"What is ultimate tensile strength of nylon ?";"50"
"252";"What is tenant of farm, that has sector is agriculture ?";""
"253";"what is the point in time for Lebanon has inflation rate as 34.2 ?";""
"254";"What is higher taxon of Viola, that has vernacular name is Фиалковые ?";"Violaceae"
"255";"What is olympic record of sports of relay race ?";"List of world records in athletics, list of world junior records in athletics, list of South American records in athletics, list of Olympic records in athletics, List of European records in athletics, list of African records in athletics, list of Asian records in athletics, list of North American records in athletics, list of world records in swimming"
"256";"What is lower flammable limit of phosphine ?";"1.79"
"257";"What is population of Mashhad that is point in time is 1991-9-11 ?";"1559155"
"258";"What is the Class IC flammable liquid with the MAX(boiling point) ?";"nonane, Dicyclopentadiene, turpentine, tetraethyl silicate, o-chlorotoluene"
"259";"what is the start time for Empire of Japan has shares border with as Republic of China (1912–1949) ?";"1916-01-01T00:00:00Z, 1912-01-01T00:00:00Z"
"260";"What is the administrative territorial entity for territory claimed by of German Democratic Republic";"West Berlin"
"261";"What is first language of inventor or discoverer of Indo-European languages ?";"English"
"262";"What is executive power headed by of place of origin of Led Zeppelin ?";"Boris Johnson"
"263";"What is died in of Thomas Cole, that has divided into is Rensselaer County ?";""
"264";"What is bordered by of Tamaulipas, that has has shires is Brewster County ?";"Texas"
"265";"What is the referendums in Ireland with the MAX(votes received) whose follows is Thirty-First Amendment of the Constitution of Ireland  ?";""
"266";"What is the biblical episode for significant event of Judas Iscariot";"Kiss of Judas"
"267";"Did The_Chainsmokers country of origin United States of America?";"True"
"268";"What is the country for contains administrative territorial entity of European Union";"Ireland, Hungary, Sweden, Denmark, Finland, Italy, Poland, Austria, Greece, Portugal, Netherlands, France, Germany, Latvia, Slovakia, Czech Republic, Romania, Bulgaria, Croatia, Cyprus, Malta"
"269";"What is population of Terrassa that is point in time is 2014-1-1 ?";"215517"
"270";"What is the video game for voice actor of Phil LaMarr";"Prototype, Jak II, Injustice: Gods Among Us, Jak 3, Jak and Daxter: The Lost Frontier, Daxter, Jak X: Combat Racing, The Legend of Spyro: A New Beginning, Shark Tale, Mortal Kombat X, Injustice 2, Mortal Kombat 11, Samurai Jack: Battle Through Time, Mixels Rush"
"271";"What is the human for place of burial of Taj Mahal";"Shah Jahan, Mumtaz Mahal"
"272";"what is the point in time for Günter Grass has award received as Princess of Asturias Literary Prize ?";"1999-01-01T00:00:00Z"
"273";"What is RePEc Short-ID of Lars Peter Hansen ?";"pha303"
"274";"How many followed by are to/by Kingdom of Prussia ?";"10"
"275";"What is source of material of Central Africa ?";"Shave and a Haircut"
"276";"What is location born of Mikhail Frunze, that has inhabitants is 750327.0 ?";""
"277";"What is date of death of Pausanias that is sourcing circumstances is circa ?";"0180-01-01T00:00:00Z"
"278";"What is award received of Peter Debye and prize money";"159850"
"279";"What is the big city for shares border with of Los Angeles";"Pasadena, Glendale, Torrance, Inglewood, Long Beach, Burbank"
"280";"What is Swedish Gravestone ID of Alfred Nobel ?";"353855"
"281";"What is Museofile of Musée d'Orsay ?";"M5060"
"282";"what is the end time for Republic of Bashkortostan has located in the administrative territorial entity as Russian Soviet Federative Socialist Republic ?";"1991-12-25T00:00:00Z"
"283";"What is the owner of and the headquarters location of East_India_Company ?";"Admiral Barrington, Admiral Barrington, Admiral Barrington, Britannia, Britannia, Britannia, Earl of Mornington, Earl of Mornington, Earl of Mornington, HMS Hindostan, HMS Hindostan, HMS Hindostan, Nemesis, Nemesis, Nemesis, Punjaub, Punjaub, Punjaub, Busbridge (1782 EIC ship), Busbridge (1782 EIC ship), Busbridge (1782 EIC ship)"
"284";"What is Open Media Database film ID of Mad Max ?";"9659"
"285";"What is divides into of depiction of of Garden in Guangzhou ?";"Shenzhen, Guangzhou, Jieyang, Foshan, Maoming, Zhuhai, Shantou, Shaoguan, Jiangmen, Zhanjiang, Zhaoqing, Huizhou, Meizhou, Shanwei, Heyuan, Yangjiang, Qingyuan, Dongguan, Zhongshan, Chaozhou, Yunfu"
"286";"What is has villages of Corrientes, that has co-ordinate location is -27.75 ?";"General Paz Department"
"287";"What is papers at of narrative set in of The Grapes of Wrath ?";"California State Archive"
"288";"What is time of implies of turbulence ?";"1961-07-19T00:00:00Z"
"289";"What is the historical country for capital of Tenochtitlan";"Aztec Empire"
"290";"Did Doctor_Who spin-off Doctor Who?";"False"
"291";"What is Gamebase64 identifier of Donkey Kong ?";"2260, 2261, 18609"
"292";"What is population of Hanoi that is point in time is 2015-0-0 ?";"7587800"
"293";"How many ethnic group are to/by Uyghur people ?";"213"
"294";"What is sRGB colour hex triplet of colour of charcoal ?";"000000"
"295";"What is art collection of on the tracklist of of Papyrus Oxyrhynchus 223 ?";"British Museum, British Library, University of Pennsylvania, Bodleian Library, Egyptian Museum, University of Illinois at Urbana–Champaign, University of Liverpool, Ashmolean Museum, University of Manchester Library, Princeton Theological Seminary, Cambridge University Library, Sackler Library"
"296";"What is Q48460 of basin countries of Loch Ness ?";"2--411"
"297";"How many participant of are to/by Spanish Civil War ?";"13"
"298";"What is Base de datos de premiados person ID of Mario Vargas Llosa ?";"1070"
"299";"What is seiyu of part of series of Max Jets ?";"Clancy Brown, Chloë Grace Moretz, Grey Griffin, Patrick Stewart, Bryan Cranston, Corey Stoll, Matthew Lillard, Sandra Oh, Craig Ferguson, Cheech Marin, Mickey Rooney, Joey King, Oded Fehr, Lucy Lawless, Lorenzo Lamas, Peter Graves, David Koechner, Wendi McLendon-Covey, Hayden Panettiere, Colleen Camp, Lisa Kudrow, Sarah Michelle Gellar, Stan Lee, Forest Whitaker, Seth Green, Seth MacFarlane, Anjelica Huston, Zooey Deschanel, Stephen Fry, Debra Wilson, Alyson Hannigan, Olivia Wilde, Burt Reynolds, Jon Polito, William Fichtner, Stanley Tucci, Laura Linney, Danny Trejo, Jane Lynch, Sarah Silverman, Tori Spelling, Michelle Monaghan, Lisa Edelstein, Octavia Spencer, Gina Gershon, Lyndsy Fonseca, Jennie Garth, Elizabeth Gillies, Jane Krakowski, Kat Dennings, Kristin Chenoweth, Christine Taylor, Missi Pyle, Becki Newton, Marley Shelton, Connie Britton, Melanie Lynskey, Sandra Bernhard, Ally Walker, Lizzy Caplan, Paget Brewster, Larisa Oleynik, Swoosie Kurtz, Jean Smart, Molly Shannon, Valerie Harper, Brenda Vaccaro, Ivana Miličević, Amy Sedaris, Azura Skye, Liz Sheridan, Megyn Price, Wendy Schaal, Harriet Sansom Harris, Kristen Schaal, ""Rosie ODonnell"", Robert Patrick, Robin Bartlett, Alan Thicke, Constance Marie, Stark Sands, Ioan Gruffudd, Emmanuelle Chriqui, Peter MacNicol, Beau Bridges, Jon Cryer, Paul Adelstein, Jeff Bennett, Chris Diamantopoulos, Lance Henriksen, Gary Busey, Tom Hollander, John Cho, John Krasinski, John DiMaggio, Andy Samberg, Elliott Gould, Scott Grimes, Lou Diamond Phillips, Diane Delano, T.E. Russell, James Patrick Stuart, Nathan Fillion, Alan Tudyk, Eddie Kaye Thomas, Bruce Boxleitner, Phil LaMarr, David Faustino, Phill Lewis, Patton Oswalt, Cristian Solimeno, Elias Koteas, Bobby Cannavale, Manu Bennett, Kathy Griffin, Megalyn Echikunwoke, Ken Jeong, James Remar, Andrea Martin, Alexandra Breckenridge, DJ Qualls, Wendie Jo Sperber, Jeremy Sisto, Richard Kind, Andrea Savage, Ari Graynor, Tichina Arnold, Justin Kirk, Ellen Albertini Dow, Beth Littleford, Miguel Ferrer, Leisha Hailey, Stephen Root, Michael Landes, Elijah Wood, Kevin Michael Richardson, Norman Reedus, Dean Winters, Ron Livingston, Kerri Kenney, Ann Magnuson, Kathy Bates, Steven Yeun, James DeBello, Jim Rash, Tzi Ma, Leslie Jordan, Kevin Dunn, John Carroll Lynch, Devon Werkheiser, Paul Reubens, Daran Norris, Ike Barinholtz, Alan Rachins, Dee Bradley Baker, Maurice LaMarche, Fred Tatasciore, Brian Posehn, Peter Paige, Efren Ramirez, Robert Wuhl, Scott Lawrence, Curtis Armstrong, David Herman, Ralph Garman, Josh Gad, Richard Gant, Loni Love, Will Forte, Jon Tenney, Scott Lowell, Rob Corddry, Mike McShane, Harve Presnell, Rob Riggle, Melanie Paxson, Rachael MacFarlane, Amy Hill, Nat Faxon, Allison Smith, Cedric Yarbrough, Cleo King, Rusty Schwimmer, Greg Berg, Karen Maruyama, Wally Wingert, Mitzi McCall, Rick Hoffman, Niecy Nash, Adam DeVine, Anders Holm, Don Lake, Eric André, Ian Roberts, Jim Wise, John Lehr, Kevin Bigley, Derek Waters, Austin Majors, Tohoru Masamune, Eric Edelstein"
"300";"What is PIN Code of lives in of Halle Berry ?";"90099, 90079, 91344, 91352, 91462, 90072, 90086, 90036, 90077, 90053, 90073, 91402, 91434, 90045, 91444, 91459, 90292, 90001–90068, 90070–90084, 90086–90089, 90093–90097, 90101–90103, 90291–90293, 91040–91043, 91303–91308, 91342–91349, 91352–91353, 91356–91357, 91364–91367, 91401–91499, 91601–91609, 91421, 90089, 91489, 91041, 90027, 90060, 91425, 91498, 91457, 90024, 90050, 91473, 91477, 90054, 91401, 91405, 90014, 91366, 91469, 91480, 90039, 91453, 90011, 90066, 90189, 91423, 90038, 91427, 91470, 90016, 90070, 91441, 91466, 91488, 91474, 90007, 91409, 90081, 91419, 91493, 91456, 91461, 91608, 90002, 90093, 91364, 90059, 91306, 91365, 91478, 90080, 90078, 90291, 91482, 91356, 91430, 91485, 90022, 90174, 90032, 91308, 90043, 91448, 90185, 90031, 90097, 91043, 91601, 91465, 91494, 90003, 91416, 91408, 91433, 91450, 90091, 91487, 91609, 90025, 91346, 91412, 90064, 91414, 91440, 91484, 90017, 91342, 91606, 91436, 91496, 91447, 91429, 90075, 90067, 90096, 90004, 90102, 91605, 90008, 90047"
