Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What is the `` fourth dimension '' ?|is|What is is the|WDT|DT|VBZ|DESC
What is the Homelite Inc. home page ?|is|What is is the|WDT|DT|VBZ|LOC
How old was Stevie Wonder when he signed with Motown Records ?|when|How old was Stevie when he|WRB|PRP|VBD|NUM
What is `` alternative '' anymore ?|is|What is is `|WDT|``|VBZ|DESC
Why do they call a hamburger a hamburger when there is no ham ?|when|Why do call a when there|WRB|EX|VB|DESC
Who won two gold medals in skiing in the Olympic Games in Calgary ?|won|Who won won two|WDT|CD|VBD|HUM
What year was the Avery Dennison company founded ?|was|What year was the|WDT|DT|VBD|NUM
Where does the U.S. rank among world countries in area ?|rank|Where does rank among|WDT|IN|NN|NUM
What are the four railways in Monopoly ?|are|What are are the|WDT|DT|VBP|HUM
What are the names of all the seas in the world and what ocean do they drain into ?|what|What are are the what ocean|WP|NN|VBP|LOC
What does BMW stand for ?|stand|What does stand for|WDT|IN|VB|ABBR
Name the highest mountain .|Name|Name the|WDT|DT|VB|LOC
What is a biologist ?|is|What is is a|WDT|DT|VBZ|DESC
What revelation did Alexander Butterfield make to the Senate Watergate committee ?|make|What revelation make to|WDT|IN|VB|DESC
What island is home to statues called Mauis ?|is|What island is home|WDT|NN|VBZ|LOC
What is a fear of black people ?|is|What is is a|WDT|DT|VBZ|ENTY
What 's the most extensively grown and eaten food ?|grown|What 's grown and|WDT|CC|VBN|ENTY
What was the worst hurricane ?|was|What was was the|WDT|DT|VBD|ENTY
How can I get started in writing for television ?|started|How can started in|WDT|IN|VBN|DESC
Where was Pythagoras born ?|born|Where was born ?|WDT|.|VBN|LOC
What 1927 silent film received an international revival in 1981 ?|received|What 1927 received an|WDT|DT|VBD|ENTY
What is the price for AAA 's liability auto insurance ?|is|What is is the|WDT|DT|VBZ|NUM
What is LMDS ?|is|What is is LMDS|WDT|NNP|VBZ|ABBR
Who are the top ten richest people in the world ?|are|Who are are the|WDT|DT|VBP|HUM
Who is the leader of Brunei ?|is|Who is is the|WDT|DT|VBZ|HUM
What is the capital of Italy ?|is|What is is the|WDT|DT|VBZ|LOC
What game does Garry Kasparov play ?|play|What game play ?|WDT|.|VBP|ENTY
How do you get a pointsettia to turn red ?|get|How do get a|WDT|DT|VB|DESC
What is kept in Fort Knox that is so valuable ?|that|What is kept in that is|WDT|VBZ|VBN|ENTY
What is the greatest hiking Web site ?|is|What is is the|WDT|DT|VBZ|LOC
What is the population of Arcadia , Florida ?|is|What is is the|WDT|DT|VBZ|NUM
What Stephen King novel is set in a graveyard for pets ?|set|What Stephen set in|WDT|IN|VBN|ENTY
Who were the head writers for the Smothers Brothers Comedy Hour ?|were|Who were were the|WDT|DT|VBD|HUM
Who portrayed Prewett in From Here to Eternity ?|portrayed|Who portrayed portrayed Prewett|WDT|NNP|VBD|HUM
What was the sequel to The Pink Panther ?|was|What was was the|WDT|DT|VBD|ENTY
How many people live in cities ?|live|How many live in|WDT|IN|VBP|NUM
How high must a mountain be to be called a mountain ?|be|How high be to|WDT|TO|VB|NUM
What Scottish poet penned To a Mouse and To a Louse ?|penned|What Scottish penned To|WDT|IN|VBN|HUM
What is the name of the inventor of silly putty ?|is|What is is the|WDT|DT|VBZ|HUM
What ocean surrounds the Madeira Islands ?|surrounds|What ocean surrounds the|WDT|DT|VBZ|LOC
What famous communist leader died in Mexico City ?|died|What famous died in|WDT|IN|VBD|HUM
What was John Steinbeck 's travelling companion Charley ?|was|What was was John|WDT|NNP|VBD|ENTY
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?|that|What are are the that occupy|WDT|VBP|VBP|LOC
How many mines can still be found in the Falklands after the war ended ?|found|How many found in|WDT|IN|VBN|NUM
How can I get in touch with Michael Moore of `` Roger & Me '' ?|get|How can get in|WDT|IN|VB|DESC
How is ` qigong ' properly pronounced ?|pronounced|How is pronounced ?|WDT|.|VBN|DESC
How many gallons of water go over Niagra Falls every second ?|go|How many go over|WDT|IN|VB|NUM
What turns blue litmus paper red ?|turns|What turns turns blue|WDT|JJ|VBZ|ENTY
Who was the first woman to run the mile in less than 4 36893 minutes ?|was|Who was was the|WDT|DT|VBD|HUM
How many copies of an album must be sold for it to be a gold album ?|sold|How many sold for|WDT|IN|VBN|NUM
What is `` the soft drink for adults '' ?|is|What is is `|WDT|``|VBZ|ENTY
What is the only vegetable that starts with `` z '' ?|that|What is is the that starts|WDT|VBZ|VBZ|ENTY
What is a fear of machinery ?|is|What is is a|WDT|DT|VBZ|ENTY
Who awarded The Flying Fickle Finger of Fate ?|awarded|Who awarded awarded The|WDT|DT|VBD|HUM
In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?|was|what was was the|WDT|DT|VBD|LOC
What hide-and-seek game is played around a tin can ?|played|What hide played around|WDT|IN|VBN|ENTY
What is the largest city in Texas ?|is|What is is the|WDT|DT|VBZ|LOC
What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?|portrayed|What future portrayed Annie|WDT|NNP|VBD|HUM
What drink is the best thirst-quencher ?|is|What drink is the|WDT|DT|VBZ|ENTY
Where can I get a map of Prussia on the Internet ?|get|Where can get a|WDT|DT|VB|LOC
What was the longest war in U.S. history ?|was|What was was the|WDT|DT|VBD|ENTY
What is a `` node '' in computer terms ?|is|What is is a|WDT|DT|VBZ|DESC
What are the five richest countries in the world ?|are|What are are the|WDT|DT|VBP|LOC
Where is McCarren Airport ?|is|Where is is McCarren|WDT|NNP|VBZ|LOC
What are the top boy names in the U.S. ?|are|What are are the|WDT|DT|VBP|HUM
How many tiles did the Space Shuttle Columbia lose on its second flight ?|did|How many did the|WDT|DT|VBD|NUM
How many teaspoons make up a tablespoon ?|make|How many make up|WDT|RP|VBP|NUM
Who was the lyricist and who was the composer between Gilbert and Sullivan ?|who|Who was was the who was|WP|VBD|VBD|HUM
Who was the lawyer for Randy Craft ?|was|Who was was the|WDT|DT|VBD|HUM
What is the origin of the word Marijuana ?|is|What is is the|WDT|DT|VBZ|DESC
Who was the 3rd president of the United States ?|was|Who was was the|WDT|DT|VBD|HUM
What organ contains the islands of Langerhans ?|contains|What organ contains the|WDT|DT|VBZ|ENTY
Name Dick Tracy 's two children .|children|children .|WDT|.|NNS|HUM
What is a fear of points ?|is|What is is a|WDT|DT|VBZ|ENTY
What fraction of a beaver 's life is spent swimming ?|spent|What fraction spent swimming|WDT|VBG|VBN|NUM
How can SQL queries be improved ?|improved|How can improved ?|WDT|.|VBN|DESC
What is the most radioactive food ?|is|What is is the|WDT|DT|VBZ|ENTY
What was the previous name for the Commonwealth ?|was|What was was the|WDT|DT|VBD|HUM
How much will gas be taxed in California by the year 2000 ?|taxed|How much taxed in|WDT|IN|VBN|NUM
Who gave King Arthur the round table ?|gave|Who gave gave King|WDT|NNP|VBD|HUM
What state in the United States covers the largest area ?|covers|What state covers the|WDT|DT|VBZ|LOC
How do you make a computer chip ?|make|How do make a|WDT|DT|VB|DESC
Who became president of the U.S. in 1789 ?|became|Who became became president|WDT|NN|VBD|HUM
Who wrote `` The Scarlet Letter '' ?|wrote|Who wrote wrote `|WDT|``|VBD|HUM
Who did Sara Jane Moore try to assassinate ?|try|Who did try to|WDT|TO|VB|HUM
What is Linux ?|is|What is is Linux|WDT|NNP|VBZ|DESC
How many dots make up the symbol for `` because '' ?|make|How many make up|WDT|RP|VBP|NUM
What title did Shevardnadze have during the Soviet era ?|have|What title have during|WDT|IN|VB|HUM
What did the pyramid-builders of Egypt mainly eat ?|eat|What did eat ?|WDT|.|VBP|ENTY
What 's the international radio code word for the letter F ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
What are the 28 tenses in the English language ?|are|What are are the|WDT|DT|VBP|ENTY
Which king signed the Magna Carta ?|signed|Which king signed the|WDT|DT|VBD|HUM
What software offers inventors use of CAD-like design ?|offers|What software offers inventors|WDT|NNS|VBZ|ENTY
What is agent orange ?|is|What is is agent|WDT|NN|VBZ|DESC
Name the child left on a doorstep at the beginning of Gasoline Alley .|Name|Name the|WDT|DT|VB|HUM
How many zip codes are there in the U.S. ?|are|How many are there|WDT|RB|VBP|NUM
In Beetle Bailey , can you name Sarge 's dog ?|name|name Sarge|WDT|NNP|VB|ENTY
Why shouldn 't you remove a bee stinger with tweezers ?|remove|Why shouldn remove a|WDT|DT|VB|DESC
Which college did Dikembe Mutombo play basketball for ?|play|Which college play basketball|WDT|NN|VB|HUM
Why did Europeans first come to Australia and Oceania ?|come|Why did come to|WDT|IN|VBN|DESC
What did the Confederate Constitution say about slavery ?|say|What did say about|WDT|IN|VB|DESC
How long does it take the Milky Way Galaxy to make one revolution ?|take|How long take the|WDT|DT|VB|NUM
How many people own pets ?|own|How many own pets|WDT|NNS|VBP|NUM
What web sites are linked to the Report on Genesis Eldercare ?|linked|What web linked to|WDT|IN|VBN|LOC
What is a fear of lice ?|is|What is is a|WDT|DT|VBZ|ENTY
How long does it take different materials to decompose ?|take|How long take different|WDT|JJ|VB|NUM
How many colors are there in a rainbow ?|are|How many are there|WDT|RB|VBP|NUM
What was Darth Vader 's son named ?|named|What was named ?|WDT|.|VBN|HUM
What problems contributed to the high failure rate of Plains farmers in the 1800s ?|contributed|What problems contributed to|WDT|IN|VBD|DESC
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?|was|What British was a|WDT|DT|VBD|HUM
Where is McCarren Airport located ?|located|Where is located ?|WDT|.|VBN|LOC
How effective are condoms in protecting against AIDS ?|are|How effective are condoms|WDT|NNS|VBP|DESC
What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?|comprises|What part comprises the|WDT|DT|VBZ|LOC
How many Marx Brothers were there ?|were|How many were there|WDT|RB|VBD|NUM
How tall is the Matterhorn ?|is|How tall is the|WDT|DT|VBZ|NUM
What country is proud to claim Volcano National Park ?|is|What country is proud|WDT|JJ|VBZ|LOC
When was Babe Ruth born ?|born|When was born ?|WDT|.|VBN|NUM
Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?|portrayed|Who portrayed portrayed Field|WDT|NNP|VBD|HUM
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?|left|What TV left the|WDT|DT|VBD|ENTY
What direction do most baseball pitchers pitch toward ?|pitch|What direction pitch toward|WDT|IN|VBP|LOC
How many Beanie Baby sites are there ?|are|How many are there|WDT|RB|VBP|NUM
How can I call a friend in another country when I do not know the telephone number ?|when|How can call a when I|WRB|PRP|VB|DESC
What is 55 times sweeter than cane sugar ?|is|What is is 55|WDT|CD|VBZ|ENTY
Where are diamonds mined ?|mined|Where are mined ?|WDT|.|VBN|LOC
How do they get Teflon to stick to the pan ?|get|How do get Teflon|WDT|NNP|VB|DESC
How much money did the Marcos steal from their country ?|steal|How much steal from|WDT|IN|VB|NUM
Who makes the `` cross-your-heart bra '' ?|makes|Who makes makes the|WDT|DT|VBZ|HUM
Who is Archie Bunker 's son-in-law ?|is|Who is is Archie|WDT|NNP|VBZ|HUM
What company produces Spumante ?|produces|What company produces Spumante|WDT|NNP|VBZ|HUM
What is the origin of music ?|is|What is is the|WDT|DT|VBZ|DESC
What does `` B.Y.O.B. '' mean ?|mean|What does mean ?|WDT|.|VB|ABBR
What major airline has the best safety record in the world ?|has|What major has the|WDT|DT|VBZ|HUM
What President became Chief Justice after his presidency ?|became|What President became Chief|WDT|NNP|VBD|HUM
How many innings constitute an official baseball game ?|constitute|How many constitute an|WDT|DT|VBP|NUM
What city has a newspaper called The Plain Dealer ?|has|What city has a|WDT|DT|VBZ|LOC
What U.S. state boasts Leif Ericson Park ?|boasts|What U.S. boasts Leif|WDT|NNP|VBZ|LOC
How many flavors does Baskin & Robbins offer ?|does|How many does Baskin|WDT|NNP|VBZ|NUM
Who was chief engineer of the Starship Enterprise ?|was|Who was was chief|WDT|JJ|VBD|HUM
How does crosstalk relate to InSb thickness in infrared detectors ?|relate|How does relate to|WDT|IN|VB|DESC
What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?|made|What mayor made so|WDT|RB|VBD|HUM
Which type of submarine was bought recently by South Korea ?|bought|Which type bought recently|WDT|RB|VBN|ENTY
How much in miles is a ten K run ?|is|How much is a|WDT|DT|VBZ|NUM
When was Beethoven born ?|born|When was born ?|WDT|.|VBN|NUM
Who is the most sexy celebrity ?|is|Who is is the|WDT|DT|VBZ|HUM
What detective lives on Punchbowl Hill and has 11 children ?|lives|What detective lives on|WDT|IN|VBZ|HUM
Where did the ukulele originate ?|originate|Where did originate ?|WDT|.|VB|LOC
Rotary engines used to be made by whom ?|whom|used to whom ?|WP|.|VBD|HUM
What does seccession mean ?|mean|What does mean ?|WDT|.|VB|DESC
Who portrayed the title character in the film The Day of the Jackal ?|portrayed|Who portrayed portrayed the|WDT|DT|VBD|HUM
What is the name of the gulf between Sweden and Finland ?|is|What is is the|WDT|DT|VBZ|LOC
Who was the first X-Man to die in battle ?|was|Who was was the|WDT|DT|VBD|HUM
What will the weather be today ?|be|What will be today|WDT|NN|VB|DESC
Who is the President of Ghana ?|is|Who is is the|WDT|DT|VBZ|HUM
Which sex is denied voting rights in Kuwait ?|denied|Which sex denied voting|WDT|NN|VBN|ENTY
What two countries is Andorra nestled between ?|nestled|What two nestled between|WDT|IN|VBN|LOC
How long ago was the Roe vs. Wade decision by the Supreme Court ?|was|How long was the|WDT|DT|VBD|NUM
What terrorist group was headed by Donald DeFreeze ?|headed|What terrorist headed by|WDT|IN|VBN|HUM
What are the four largest mountain ranges in the continental United States ?|are|What are are the|WDT|DT|VBP|LOC
What is the size of the student body at the University of Massachusetts in Amherst ?|is|What is is the|WDT|DT|VBZ|NUM
How can I determine the radius of an ellipse ?|determine|How can determine the|WDT|DT|VB|DESC
Who starred in the movie The War of the Worlds ?|starred|Who starred starred in|WDT|IN|VBD|HUM
How many different kinds of ice cream are there ?|are|How many are there|WDT|RB|VBP|NUM
What actor , who had greatest fame on TV , became the father of triplets ?|became|What actor who had became the|WDT|DT|VBD|HUM
What is the Homelite Inc. home page ?|is|What is is the|WDT|DT|VBZ|LOC
What is the Golden Rule ?|is|What is is the|WDT|DT|VBZ|DESC
What is a movie that Kevin Costner made about Sioux Indians ?|that|What is is a that Kevin|WDT|NNP|VBZ|ENTY
What were millions of kids wearing on their heads in 1955 ?|were|What were were millions|WDT|NNS|VBD|ENTY
How does color affect a person psychologically ?|affect|How does affect a|WDT|DT|VB|DESC
What is Columbia Tristar 's phone number ?|is|What is is Columbia|WDT|NNP|VBZ|NUM
What type of animal is the easiest kept pet there is ?|is|What type is the|WDT|DT|VBZ|ENTY
What is sound ?|is|What is is sound|WDT|JJ|VBZ|DESC
What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?|that|What was was the that fell|WDT|VBD|VBD|ENTY
What are the current immigration laws in US ?|are|What are are the|WDT|DT|VBP|DESC
What were the five opening words on Ben Casey ?|were|What were were the|WDT|DT|VBD|ENTY
Why does it say on children 's cough syrup not to drive while using this medication ?|say|Why does say on|WDT|IN|VB|DESC
What hair color can I use to just cover a little gray ?|use|What hair use to|WDT|TO|VB|ENTY
Where was Tesla born ?|born|Where was born ?|WDT|.|VBN|LOC
What does Larry King do for a living ?|do|What does do for|WDT|IN|VB|HUM
Who shot Lee Harvey Oswald ?|shot|Who shot shot Lee|WDT|NNP|VBD|HUM
When did Jaco Pastorius die ?|die|When did die ?|WDT|.|VB|NUM
What blood sport features a movement called a veronica ?|features|What blood features a|WDT|DT|VBZ|ENTY
What was spawned the term `` MiG Alley '' ?|spawned|What was spawned the|WDT|DT|VBN|ENTY
What 's the most common street name in America ?|'s|What 's 's the|WDT|DT|VBZ|LOC
What is the difference between khaki and chino ?|is|What is is the|WDT|DT|VBZ|DESC
What is the origin of infinity ?|is|What is is the|WDT|DT|VBZ|DESC
What alloy do copper and tin form ?|do|What alloy do copper|WDT|NN|VBP|ENTY
What plants are found in an estuary ?|found|What plants found in|WDT|IN|VBN|ENTY
What are the side effects of mevacor ?|are|What are are the|WDT|DT|VBP|DESC
What are the top 5 tallest buildings in the world ?|are|What are are the|WDT|DT|VBP|LOC
Colin Powell is best known for what achievement ?|what|is best what achievement|WP|NN|VBZ|DESC
What was the name of the computer in ` 2001 : A Space Odyssey ' ?|was|What was was the|WDT|DT|VBD|ENTY
Who portrayed Renaud in Casablanca ?|portrayed|Who portrayed portrayed Renaud|WDT|NNP|VBD|HUM
What country has problems with hooligans ?|has|What country has problems|WDT|NNS|VBZ|LOC
What planet did Percival Lovell discover ?|discover|What planet discover ?|WDT|.|VBP|LOC
How often are brain cells replaced ?|replaced|How often replaced ?|WDT|.|VBN|NUM
How much did Mercury spend on advertising in 1993 ?|spend|How much spend on|WDT|IN|VB|NUM
What kind of rocket launched the Surveyor spacecraft ?|launched|What kind launched the|WDT|DT|VBD|ENTY
What country contains the westernmost point in South America ?|contains|What country contains the|WDT|DT|VBZ|LOC
What did Abolitionists try to end ?|try|What did try to|WDT|TO|VB|ENTY
What 's the American dollar equivalent for 8 pounds in the U.K. ?|'s|What 's 's the|WDT|DT|VBZ|NUM
Why should cigarette smoking be banned ?|banned|Why should banned ?|WDT|.|VBN|DESC
What year did Charles Dicken die ?|die|What year die ?|WDT|.|VB|NUM
What D.H. Lawrence novel was originally titled Tenderness ?|titled|What D.H. titled Tenderness|WDT|NN|VBN|ENTY
What rock group raised a ruckus at the White House by singing American Woman ?|raised|What rock raised a|WDT|DT|VBD|HUM
What is a fear of night or darkness ?|is|What is is a|WDT|DT|VBZ|ENTY
What is the origin of the rock band Led Zeppelin 's name ?|Led|What is Led Zeppelin|WDT|NNP|VBD|DESC
How was Lawrence|was|How was was Lawrence|WDT|NNP|VBD|DESC
How do I know if I am pregnant ?|know|How do know if|WDT|IN|VB|DESC
When did the last Americans leave Vietnam ?|leave|When did leave Vietnam|WDT|NNP|VBP|NUM
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?|appeared|What famed appeared on|WDT|IN|VBD|HUM
What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?|formed|What group formed in|WDT|IN|VBN|HUM
Who was Confucius ?|was|Who was was Confucius|WDT|NNP|VBD|HUM
What snack food has ridges ?|ridges|What snack ridges ?|WDT|.|NNS|ENTY
What 's the most popular four-player game of all time ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
What 's the meaning of the name Tatiana ?|'s|What 's 's the|WDT|DT|VBZ|DESC
How many people died when the Estonia sank in 1994 ?|when|How many died when when the|WRB|DT|VBD|NUM
What Southern California town is named after a character made famous by Edgar Rice Burroughs ?|named|What Southern named after|WDT|IN|VBN|LOC
How many colors are there in a rainbow ?|are|How many are there|WDT|RB|VBP|NUM
What is the habitat of the chickadee ?|is|What is is the|WDT|DT|VBZ|LOC
What drug is often used to treat AIDS patients ?|used|What drug used to|WDT|TO|VBN|ENTY
Which of the five senses develops first ?|develops|Which of develops first|WDT|RB|VBZ|ENTY
Where did the name root beer come from ?|come|Where did come from|WDT|IN|VB|DESC
What city 's the kickoff point for climbs of Mount Everest ?|'s|What city 's the|WDT|DT|VBZ|LOC
What is the average salary of a paleontologist ?|is|What is is the|WDT|DT|VBZ|NUM
Where is the largest post office building in the world ?|is|Where is is the|WDT|DT|VBZ|LOC
Who is currently the most popular singer in the world ?|is|Who is is currently|WDT|RB|VBZ|HUM
Who was the first animal into space ?|was|Who was was the|WDT|DT|VBD|ENTY
What is the correct way to mount a roll of toilet paper ?|is|What is is the|WDT|DT|VBZ|ENTY
What Jules Verne novel features scientists held captive in the submarine Nautilus ?|features|What Jules features scientists|WDT|NNS|VBZ|ENTY
Why is Rush 's 2112 called 2112 ?|called|Why is called 2112|WDT|CD|VBD|DESC
What 's the state motto of California ?|'s|What 's 's the|WDT|DT|VBZ|DESC
What function does homeostasis have on the existence of an organism ?|have|What function have on|WDT|IN|VB|DESC
What company started out making pies , and wound up manufacturing plastic throwing toys ?|started|What company started out|WDT|RP|VBD|HUM
What does the acronym CPR mean ?|mean|What does mean ?|WDT|.|VB|ABBR
The Jewish alphabet is called what ?|what|called what what ?|WP|.|VBN|ENTY
What are the Baltic States ?|are|What are are the|WDT|DT|VBP|DESC
How many endangered species are there in the world ?|are|How many are there|WDT|RB|VBP|NUM
Which large U.S. city had the highest murder rate for 1988 ?|had|Which large had the|WDT|DT|VBD|LOC
Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?|whom|Who was was the whom she|WP|PRP|VBD|HUM
Who invented basketball ?|invented|Who invented invented basketball|WDT|NN|VBD|HUM
How has TV affected our society ?|affected|How has affected our|WDT|PRP$|VBN|DESC
When was the last major eruption of Mount St. Helens ?|was|When was was the|WDT|DT|VBD|NUM
What was the name of Humphrey Bogart 's club in Casablanca ?|was|What was was the|WDT|DT|VBD|HUM
What U.S. Government agency registers trademarks ?|registers|What U.S. registers trademarks|WDT|NNS|VBZ|HUM
What is osmosis ?|is|What is is osmosis|WDT|NN|VBZ|DESC
What format was the major competition of VHS ?|was|What format was the|WDT|DT|VBD|ENTY
What hockey player did Ronald Reagan joke he would swap Texas for ?|did|What hockey did Ronald|WDT|NNP|VBD|HUM
What is the world 's deadliest infectious disease ?|is|What is is the|WDT|DT|VBZ|ENTY
Which infectious disease is the world 's deadliest ?|is|Which infectious is the|WDT|DT|VBZ|ENTY
What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?|buried|What President buried at|WDT|IN|VBN|HUM
How much did the first Barbie doll sell for in 1959 ?|sell|How much sell for|WDT|IN|VBP|NUM
What country was General Douglas McArthur in when he was recalled by President Truman ?|when|What country was General when he|WRB|PRP|VBD|LOC
What are the five most popular Usenet groups ?|are|What are are the|WDT|DT|VBP|HUM
What are the seven deadly sins ?|are|What are are the|WDT|DT|VBP|DESC
What is the latitude and longitude of El Paso , Texas ?|is|What is is the|WDT|DT|VBZ|NUM
What does the name Melissa mean ?|mean|What does mean ?|WDT|.|VB|DESC
What is the nature of snow and how is the formation of snow different from that of ice ?|how|What is is the how is|WRB|VBZ|VBZ|DESC
How many head injuries are there in recreational ice skating each year ?|are|How many are there|WDT|RB|VBP|NUM
A normal human pregnancy lasts how many months ?|how|lasts how how many|WRB|JJ|VBZ|NUM
What kind of sports team is the Buffalo Sabres ?|is|What kind is the|WDT|DT|VBZ|ENTY
What impenetrable system of French fortifications was built along the German frontier before World War II ?|built|What impenetrable built along|WDT|IN|VBN|ENTY
What are new computer games for Windows 95 or 98 ?|are|What are are new|WDT|JJ|VBP|ENTY
Who domesticated the wild turkey ?|domesticated|Who domesticated domesticated the|WDT|DT|VBD|HUM
How can I get someone 's phone number if I only have their screen name ?|get|How can get someone|WDT|NN|VB|DESC
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?|sees|What European sees the|WDT|DT|VBZ|ENTY
What country does Ileana Cotrubas come from ?|come|What country come from|WDT|IN|VB|LOC
What 's the motto of the Boy Scouts ?|'s|What 's 's the|WDT|DT|VBZ|DESC
What two European countries are joined by the Gran San Bernardo Pass ?|joined|What two joined by|WDT|IN|VBN|LOC
What movie did Steven Spielberg direct in 1975 ?|direct|What movie direct in|WDT|IN|JJ|ENTY
What kind of creatures are the Canary Islands named for ?|are|What kind are the|WDT|DT|VBP|ENTY
What was the name of the US helicopter pilot shot down over North Korea ?|was|What was was the|WDT|DT|VBD|HUM
What 's a male `` cuckquean '' ?|'s|What 's 's a|WDT|DT|VBZ|DESC
What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?|are|What are are the|WDT|DT|VBP|DESC
Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .|that|Name the that spawned|WDT|VBD|VB|HUM
What does RCA stand for ?|stand|What does stand for|WDT|IN|VB|ABBR
Why are ice cream sundaes called sundaes ?|are|Why are are ice|WDT|NN|VBP|DESC
What 's the singular of dice ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
Who is Olive Oyl 's brother ?|is|Who is is Olive|WDT|NNP|VBZ|HUM
What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?|uses|What 12 uses the|WDT|DT|VBZ|ENTY
What was the first video ever made ?|was|What was was the|WDT|DT|VBD|ENTY
What 's the favorite food of dragonflies ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
What king boycotted Prince Charles 's wedding ?|boycotted|What king boycotted Prince|WDT|NNP|VBD|HUM
What does Nicholas Cage do for a living ?|do|What does do for|WDT|IN|VB|HUM
What was the nickname of model Leslie Hornby ?|was|What was was the|WDT|DT|VBD|HUM
Where is the Taj Mahal ?|is|Where is is the|WDT|DT|VBZ|LOC
What 's distinctive about a palmiped 's feet ?|'s|What 's 's distinctive|WDT|JJ|VBZ|DESC
In 139 the papal court was forced to move from Rome to where ?|where|forced to where ?|WRB|.|VBN|LOC
What is the first day of the week ?|is|What is is the|WDT|DT|VBZ|NUM
What is goulash ?|is|What is is goulash|WDT|NN|VBZ|DESC
What capital is built around Monument Circle which contains soldiers and sailors monument ?|which|What capital built around which contains|WDT|VBZ|VBN|LOC
Name the men 's cologne that is associated with the sea .|that|Name the that is|WDT|VBZ|VB|ENTY
How does a parachute work ?|work|How does work ?|WDT|.|NN|DESC
What is the first book of the Old Testament ?|is|What is is the|WDT|DT|VBZ|ENTY
How many of them are in sub-Saharan Africa ?|are|How many are in|WDT|IN|VBP|NUM
What is the history of Spartacus , the Roman slave and gladiator ?|is|What is is the|WDT|DT|VBZ|DESC
What famed wall supports the Badaling turret ?|supports|What famed supports the|WDT|DT|VBZ|LOC
Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?|portrayed|Who portrayed portrayed Fatman|WDT|NNP|VBD|HUM
What is object-oriented design ?|is|What is is object|WDT|NN|VBZ|DESC
What does Melissa mean ?|mean|What does mean ?|WDT|.|VB|DESC
What is form drag ?|is|What is is form|WDT|NN|VBZ|DESC
Who were John F. Kennedy 's dogs ?|were|Who were were John|WDT|NNP|VBD|ENTY
Where are good science sites on the Internet ?|are|Where are are good|WDT|JJ|VBP|LOC
What woman was Time 's Man of the Year for 1952 ?|was|What woman was Time|WDT|NNP|VBD|HUM
What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?|affect|What currents affect the|WDT|DT|VBP|DESC
Who wrote The Ugly Duckling ?|wrote|Who wrote wrote The|WDT|DT|VBD|HUM
Who designed London Bridge ?|designed|Who designed designed London|WDT|NNP|VBD|HUM
How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?|are|How many are there|WDT|RB|VBP|NUM
How many flavors of ice cream does Howard Johnson 's have ?|have|How many have ?|WDT|.|NN|NUM
What weapon did the crossed slits in English castles accommodate ?|accommodate|What weapon accommodate ?|WDT|.|VBP|ENTY
How can I stop or slow down aging ?|stop|How can stop or|WDT|CC|VB|DESC
Where are the busiest Amtrak rail stations in the U.S. ?|are|Where are are the|WDT|DT|VBP|LOC
How many freckles does Howdy Doody have on his face ?|have|How many have on|WDT|IN|VBP|NUM
How does Cos Cob , CT get its name ?|get|How does get its|WDT|PRP$|VBP|DESC
Who was considered to be the father of psychology ?|considered|Who was considered to|WDT|TO|VBN|HUM
How did Super President gain his powers on the animated series ?|gain|How did gain his|WDT|PRP$|VB|DESC
How tall was the animated King Kong ?|was|How tall was the|WDT|DT|VBD|NUM
What are values ?|are|What are are values|WDT|NNS|VBP|DESC
What is the population of Japan ?|is|What is is the|WDT|DT|VBZ|NUM
Name an American made motorcycle .|Name|Name an|WDT|DT|VB|ENTY
Where was the largest concentration camp in World War II ?|was|Where was was the|WDT|DT|VBD|LOC
How much did Alaska cost when bought from Russia ?|when|How much cost when when bought|WRB|VBN|NN|NUM
How many events make up the decathlon ?|make|How many make up|WDT|RP|VBP|NUM
